COL11A1
LOC121107344
LOC121107690
LOC121107754
LOC121108178
LOC121109073
LOC121109165
LOC121109527
LOC121109571
LOC121109607
LOC121109664
LOC121109710
LOC121109749
LOC121109825
LOC121109969
LOC121110134
LOC121110159
LOC121110164
LOC121110286
LOC121110335
LOC121110341
LOC121110428
LOC121110443
LOC121110451
LOC121110842
LOC121110889
LOC121111528
LOC124417123
LOC124417285
LOC124417320
LOC124417328
LOC124417500
LOC124417765
LOC124417811
LOC124417817
LOC124417843
LOC124418355
LOC395944
LOC418298
LOC418465
LOC420734
LOC422926
LOC428024
LOC769512
LOC770996
LPIN1
LRP8
MAATS1
MALRD1
MBD5
MEI4
MELTF
MFSD2B
MMS22L
MSGN1
MUT
MYRF
NAALAD2
NALCN
NANP
NAP1L4
NBEAL1
NCAM2
NCAPG2
NOTCH2
NPS
NRG3
NRXN3
NUFIP1
OSTN
OVAL
P2RY8
PAAF1
PACSIN2
PACSL
PARL
PARVG
PCF11
PCID2
PDCD2
PDCD6
PDGFB
PGM3
PHF2
PHF21B
PKP4
PLA2G7
PLEKHM3
PLPPR4
PLXNA4
PNLDC1
PPP1R17
PRDM4
PROM1
PRPH2
PTCHD4
PTK2B
PTPRK
RAB10L
RAB38
RAP1B
RASSF6
RBFA
RCOR1
REC114
RECK
RELN
RIOK1
RNF212
ROBO2
ROS1
RTF1
RUVBL1
SCML2
SCN11A
SCUBE1
SDC2
SEC22A
SGK3
SH3BGRL2
SHKBP1
SIM2
SKIL
SLA
SLC16A10
SLC17A5
SLC30A4
SLCO1B3
SMS
SOBP
SOCS4
SPAG17
SPHKAP
SRD5A2
SSPN
STAB1
STAG3
STK24
SVIL
SYBU
SYCP2L
SYP
SZT2
TA3
TBC1D5
TCEA1
TCP1
TCTN3
TEX264
TFEC
TGFBR1
TMCC3
TMEFF1
TMEM168
TNFAIP3
TNFAIP6
TNRC6B
TPH1
TPK1
TPM1
TRHDE
TRIM67
TRIP4
TRMT11
TSKU
TSTD1
TTC27
TTC3
TTL
TUBA8A
TXNDC9
U2SURP
UBE3D
UBR5
UPK1B
UROC1
USH2A
USO1
USP24
USP3
USP41
VPS41
VPS4B
VWA2
WASL
WDR91
WIF1
WNT11
XDH
XG
YES1
ZC3H12D
ZC3H8
ZRANB3
ZXDC
LOC107053166
FAM129A
GCM1
LOC121107645
POLQ
SMAD1
OSR1
THSD4
NUDCD1
LOC107051687
PPEF1
ANO6
APOB
AvBD9
BMP5
BMT2
CDYL
CORO2B
EFNB2
EPHB6
EXOC2
FOXN2
FSBP
GABRB3
GALNT18
GALNT4
GLT8D2
GNPTAB
GPAM
GPD2
GRM5
HMOX1
ITPR1
KCNE1
KCNJ6
KCNK9
KMT2C
LGALS8
LOC107052917
LOC112531517
LOC121108521
LOC121108984
LOC121110074
LOC121110148
LOC121110210
LOC121110329
LOC124417566
LOC124417631
LOC124418338
LSP1P1
MANEA
MND1
MOK
MYO10L
NAP1L1
NEPRO
NHLRC3
NPTXR
OSBPL5
PABPC1
POLDIP3
PPP1R36
SAMM50
SH3D19
SLC25A15
SLC25A36
SLC36A4
SPEG
STRAP
SUN2
SYNE3
TMEM55A
TNFRSF11A
TPBG
TRAPPC8
TXLNB
UBAC2
UBASH3A
UPP1
A2ML1
A2ML2
A4GALT
AADAT
AAMDC
AARS2
AASDHPPT
AASS
ABCA12
ABCA13
ABCA4
ABCB10
ABCB11
ABCC4
ABCC9
ABCD2
ABCG1
ABCG5
ABCG8
ABHD12
ABHD13
ABHD17C
ABHD2
ABHD3
ABI1
ABI3BP
ABLIM2
ACADSB
ACAN
ACAP2
ACAT2
ACBD3
ACE2
ACER3
ACO2
ACOD1
ACOT9
ACP6
ACPP
ACSBG1
ACSL1
ACSL3
ACSL5
ACSS1A
ACSS3
ACTN2
ACTR10
ACVR1C
ACVR2B
ACYP2
ADAM10
ADAM12
ADAM17
ADAM22
ADAM9L
ADAMTS1
ADAMTS20
ADAMTS5
ADAMTS7
ADAMTS9
ADAP1L
ADARB2
ADCK1
ADCK2
ADCY1
ADCY2
ADCY3
ADCY6
ADCY8
ADCYAP1R1
ADD1
ADGB
ADGRB1
ADGRB3
ADGRF4
ADGRF5
ADGRG2
ADGRG6
ADGRG7
ADGRL3
ADGRL4
ADI1
ADIPOR2
ADNP2
ADPRH
ADSL
ADSS2
AEBP2
AFAP1
AFAP1L2
AFDN
AFF1
AFF3
AFG1L
AFG3L2
AFTPH
AGAP1
AGAP3
AGBL3
AGFG1
AGK
AGL
AGO2
AGPAT4
AGPAT5
AGPS
AGT
AHCTF1
AHCYL2
AHI1
AHR1A
AHRR
AICDA
AIDA
AIG1
AIM1
AK9
AKAIN1
AKAP11
AKAP12
AKAP13
AKAP17A
AKAP6
AKAP7
AKAP9
AKR1A1
AKR1B1
AKR1B10
AKR1D1
AKT1
AKT3
ALCAM
ALDH1A2
ALDH1A3
ALDH1L2
ALDH5A1
ALDH8A1
ALG10
ALG11
ALG12
ALG6
ALG8
ALK
ALKBH8
ALOX5AP
ALPK1
ALS2
ALS2L
ALX1
AMBRA1
AMD1
AMDHD1
AMER2
AMIGO2
AMMECR1L
AMN1
AMOTL1
AMPD3
ANAPC10
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANK3
ANKEF1
ANKH
ANKIB1
ANKRD12
ANKRD16
ANKRD33B
ANKRD42
ANKRD44
ANKRD46
ANKRD54
ANKS1B
ANKS6
ANLN
ANO2
ANO3
ANO4
ANO5
ANOS1
ANXA10
ANXA13
ANXA2
AOAH
AOX1
AP1S2
AP2A2
AP2M1
AP4E1
APAF1
APBA2
APBB1IP
APCDD1
APLF
APMAP
APOO
APOV1
APP
APPL1
APPL2
AQP1
AQP11
AQP4
ARC
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF3
ARHGAP1
ARHGAP10
ARHGAP15
ARHGAP18
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP24
ARHGAP28
ARHGAP29
ARHGAP31
ARHGAP42
ARHGAP6
ARHGAP8
ARHGEF1
ARHGEF10
ARHGEF33
ARHGEF38
ARHGEF4
ARHGEF5
ARHGEF7
ARID1B
ARID2
ARID3B
ARID4A
ARID4B
ARID5B
ARIH1
ARIH2
ARL1
ARL13B
ARL3
ARL6
ARMC1
ARMC2
ARMC9
ARMH3
ARMH4
ARNTL
ARNTL2
ARPP19
ARPP21
ARRDC4
ARSA
ARSH
ART4
ASAP1
ASAP2
ASB15
ASB3
ASB7
ASCC3
ASMT
ASMTL
ASPG
ASPM
ASRGL1
ASTN1
ASXL2
ASXL3
ASZ1
ATAD2B
ATE1
ATF3
ATF7IP
ATG13
ATG2A
ATG3
ATG4C
ATG5
ATG7
ATL1
ATL2
ATM
ATN1
ATP10A
ATP11A
ATP11B
ATP1A1
ATP1B1
ATP2B1
ATP2B2
ATP2C1
ATP4B
ATP5C1
ATP6AP1
ATP6AP2
ATP6V0A4
ATP6V0D2
ATP6V1A
ATP6V1C1
ATP6V1C2
ATP6V1H
ATP7B
ATP8A1
ATP8A2
ATP9B
ATR
ATRN
ATRNL1
ATXN1
ATXN10
ATXN7
ATXN7L1
AvBD10
AvBD12
AvBD13
AVL9
AVPR1A
AVPR2
AXL
AZIN1
B3GALNT1
B3GALNT2
B3GALT5
B3GAT1L
B3GAT2
B3GLCT
B3GNT2
B4GALNT3
B4GALT4
B4GALT6
B4GALTL
BAALC
BACE2
BACH1
BAG1
BAP1
BARD1
BASP1
BAZ2B
BBS10
BBS4
BBS9
BBX
BCAP29
BCAR3
BCAT1
BCHE
BCKDHB
BCL11A
BCL11B
BCL2
BCL2L11
BCL2L13
BCL2L14
BCL6
BCLAF1
BCOR
BDH1B
BDNF
BEND2
BEND6
BEND7
BFSP1
BICD1
BICD2
BID
BIK
BIRC2
BIRC6
BIVM
BLK
BLM
BLOC1S5
BLZF1
BMI1
BMP2
BMP2K
BMP6
BMPER
BMPR1B
BMPR2
BMX
BNC1
BOC
BOK
BORA
BORCS5
BPGM
BPHL
BPIFCB
BPNT1
BRAF
BRCA2
BRD1
BRD9
BRF1
BROX
BRSK1
BRWD1
BTBD10
BTBD3
BTBD8
BTBD9
BTF3L4
BTRC
BUB1
BVES
C10orf90
C11orf49
C11orf70
C11orf87
C12orf4
C12orf40
C14ORF39
C15ORF40
C18orf63
C18orf8
C1D
C1H3ORF52
C1HXORF59
C1orf100
C1orf101
C1orf131
C1orf198
C1QTNF6
C1R
C21orf58
C21orf59
C21orf62
C21orf91
C22orf23
C2CD2
C2CD3
C2CD5
C2H6orf52
C2H8ORF46
C2H8ORF76
C2H9ORF30
C2orf40
C2orf49
C2orf50
C2orf71
C3AR1L
C3orf67
C3orf70
C4A
C4H4ORF50
C5H11ORF9
C6orf62
C7orf72
C8A
C8B
C8orf34
C8orf37
CA12
CA13
CA2
CA3A
CA3B
CA8
CAB39
CAB39L
CABCOCO1
CABLES1
CACHD1
CACNA1D
CACNA1I
CACNA2D1
CACNA2D2
CACNA2D4
CACNB2
CACNB4
CACUL1
CADM2
CADPS
CADPS2
CALB1
CALCR
CALD1
CAMK1D
CAMK2D
CAMK2G
CAMKMT
CAMSAP2
CAND2
CAP2
CAPN13
CAPN14
CAPN2
CAPN3
CAPN5
CAPN7
CAPN8
CAPN9
CAPRIN2
CAPS2
CAPZA2
CARD10
CARMIL1
CARS
CARS2
CASK
CASP2
CASP8AP2
CASQ2
CASR
CAV1
CBLB
CBLN2
CBR3
CBS
CBX6
CBX7
CC2D1A
CCDC102B
CCDC107
CCDC122
CCDC13
CCDC134
CCDC138
CCDC141
CCDC146
CCDC148
CCDC167
CCDC169
CCDC170
CCDC175
CCDC181
CCDC186
CCDC191
CCDC3
CCDC34
CCDC39
CCDC50
CCDC53
CCDC58
CCDC66
CCDC73
CCDC77
CCDC80
CCDC82
CCDC85A
CCDC85C
CCDC88A
CCDC88B
CCDC91
CCN3
CCNA1
CCNC
CCND1
CCND2
CCNE2
CCNL1
CCNY
CCNYL1
CCPG1
CCR6
CCSER1
CCSER2
CCT2
CCT4
CCT7
CCT8
CD109
CD151
CD200L
CD200R1A
CD200R1B
CD247
CD2AP
CD36
CD4
CD47
CD83
CD86
CD88
CD9
CDADC1
CDC123
CDC16
CDC40
CDC42EP1
CDC42EP3
CDC5L
CDCP1
CDH10
CDH12
CDH18
CDH20
CDH23
CDH6
CDH7
CDH9
CDHR1
CDHR3
CDIN1
CDK13
CDK14
CDK15
CDK17
CDK6
CDK8
CDKAL1
CDKL1
CDKL5
CDPF1
CEBPZ
CECR1
CECR2
CECR6
CELF1
CELF2
CELSR3
CEMIP
CENPF
CENPJ
CENPP
CENPQ
CEP128
CEP162
CEP170
CEP170B
CEP192
CEP290
CEP295
CEP350
CEP41
CEP57
CEP57L1
CEP63
CEP68
CEP76
CEP83
CEP85L
CEP97
CERK
CERKL
CERS3
CFAP206
CFAP221
CFAP36
CFAP43
CFAP44
CFAP54
CFAP57
CFAP58
CFAP61
CFAP99
CFTR
CGGBP1
CGTL
CHAC2
CHADL
CHAF1B
CHAMP1
CHCHD3
CHCHD7
CHD1L
CHD2
CHD4
CHD7
CHDH
CHID1
CHKA
CHL1
CHMP2B
CHMP5
CHN2
CHODL
CHORDC1
CHPT1
CHRDL2
CHRM2
CHRM3
CHST10
CHST11
CHST13
CHST15
CHST9
CHUNK-1
CIB2
CIDEA
CILP
CKAP2
CKAP4
CKAP5
CKB
CLASP1
CLCN1
CLCN3
CLCN4
CLDN10
CLDND1
CLIC5
CLIC6
CLIP4
CLMN
CLN5
CLN8
CLNS1A
CLPTM1L
CLPX
CLSTN3
CLUL1
CLVS1
CLVS2
CLYBL
CMAS
CMBL
CMSS1
CMTM8
CMTR1
CNBP
CNDP1
CNGA1
CNGA3
CNGB3
CNIH3
CNIH4
CNKSR2
CNKSR3
CNNM2
CNOT10
CNOT11
CNOT2
CNOT4
CNP1
CNR1
CNRIP1
CNTN1
CNTN4
CNTN5
CNTN6
CNTNAP2
CNTNAP5
COBL
COBLL1
COG2
COG3
COG5
COG6
COL10A1
COL12A1
COL14A1
COL15A1
COL17A1
COL18A1
COL19A1
COL1A2
COL21A1
COL22A1
COL24A1
COL25A1
COL3A1
COL4A1
COL4A2
COL4A3
COL4A4
COL5A2
COL6A3
COL8A1
COL9A1
COLEC10
COLEC11
COLEC12
COLQ
COMMD1
COMMD6
COPG1
COPG2
COPS7A
COX15
CPA1
CPA2
CPA5
CPA6
CPB1
CPB2
CPEB1
CPEB3
CPED1
CPM
CPNE3
CPNE4
CPNE8
CPQ
CPS1
CPSF3
CPSF6
CPT2
CRACDL
CRADD
CRB1
CRBN
CRCBL
CREB3L1
CREBL2
CREG2
CRELD2
CRHR2
CRIM1
CRISP2
CRISPLD1
CRLF2
CRMP1
CRNKL1
CRTAP
CRY1
CRYAA
CRYBG3
CRYL1
CRYZ
CRYZL1
CSDC2
CSF2RA
CSMD1
CSMD3
CSNK1E
CSNK1G1
CSPP1
CSRNP1
CSRP2
CSTF3
CTAGE1
CTBP1
CTBP2
CTC1
CTDP1
CTDSPL
CTNNA2
CTNNAL1
CTNND1
CTNND2
CTPS2
CTR9
CTSB
CTSC
CTSD
CTSEAL
CTTNBP2
CUBN
CUL1
CUL3
CUL4A
CUL5
CWC15
CWF19L2
CWH43
CX3CR1
CXCR7
CXorf21
CXorf23
CXorf36
CYB5A
CYB5R1
CYB5R2
CYB5R4
CYFIP1
CYLY
CYP27C1
CYP2AC2
CYP39A1
CYP7A1
CYP7B1
CYSLTR2
CYTH4
CYYR1
DAAM1
DAAM2
DAB1
DACH1
DACT2
DAGLA
DAP
DARS
DAW1
DBX2
DCAF13
DCAF6
DCBLD2
DCDC2
DCHS2
DCLK1
DCLK3
DCLRE1C
DCN
DCP1B
DCSTAMP
DCT
DCTD
DCUN1D2
DDB1
DDC
DDHD1
DDIAS
DDO
DDRGK1
DDX1
DDX10
DDX11
DDX17
DDX3X
DDX43
DDX47
DEGS1
DEK
DENND11
DENND1B
DENND2A
DENND2B
DENND3
DENND4A
DENND5A
DENND6B
DEPTOR
DERA
DESI1
DESI2
DET1
DEUP1
DFNB59
DGAT2
DGKB
DGKD
DGKH
DGKI
DHRS12
DHRSX
DHTKD1
DHX32
DHX36
DHX57
DIAPH3
DICER1
DIEXF
DIP2A
DIRC2
DIS3
DIS3L2
DISC1
DISP1
DISP2
DLC1
DLD
DLEC1
DLG1
DLGAP1
DLGAP2
DLK2
DLL1
DLL4
DMAP1
DMC1
DMD
DMTF1
DMXL2
DNAAF10
DNAAF9
DNAH1
DNAH5L
DNAH8
DNAI7
DNAJA4
DNAJB6
DNAJB9
DNAJC1
DNAJC13
DNAJC15
DNAJC2
DNAJC27
DNAJC28
DNAJC3
DNAJC5B
DNAL4
DNER
DNM1L
DOCK1
DOCK3
DOCK4
DOCK7
DOCK9
DOK6
DOK7
DONSON
DOP1B
DPF3
DPH6
DPP10
DPP6
DPP8
DPT
DPY19L1
DPY19L4
DPYD
DPYS
DPYSL4
DRAM1
DRC1
DROSHA
DSC1
DSCAM
DSCC1
DSCR3
DSE
DSG2
DSG4
DSP
DST
DTD1
DTL
DTNA
DTNBP1
DUS4L
DUSP10
DUSP12
DUSP13
DUSP16
DUSP22
DUSP27
DUSP6
DUSP8
DVL2
DYNC1H1
DYNC1I1
DYNC1LI1
DYNC2H1
DYNC2LI1
DYNLT3
DYRK1A
DYRK2
DYSF
DYTN
DZANK1
DZIP1
E2F3
E2F7
E2F8
EAF1
EBF3
ECHDC1
ECHDC3
ECI2
ECT2
EDAR
EDARADD
EDN1
EDNRB
EEA1
EED
EEF1AKMT1
EEF1D
EEF1E1
EEPD1
EFCAB14
EFCAB2
EFCAB4B
EFCAB6
EFCAB7
EFCC1
EFEMP1
EFHC1
EFHC2
EFR3A
EFR3B
EGFL6
EGFR
EGLN1
EHBP1
EHD3
EHHADH
EIF1AX
EIF2AK2
EIF2AK3
EIF2AK4
EIF2B3
EIF2B4
EIF2S3
EIF3A
EIF3D
EIF3E
EIF3H
EIF3L
EIF3M
EIF4A3
EIF4E2
EIF4E3
EIF4G1
EIF5B
ELAPOR2
ELAVL4
ELFN2
ELK3
ELMO1
ELMOD1
ELOVL2
ELOVL4
ELOVL5
ELP2
ELP3
EMC2
EMG1
EML4
EML6
EMP1
EMSY
ENAH
ENDOD1
ENO2
ENOX1
ENPP2
ENPP3
ENPP4
ENPP6
ENTPD1
ENTPD3
ENTPD6
EOGT
EOMES
EP300
EPAS1
EPB41L2
EPB41L3
EPB41L4B
EPB41L5
EPC2
EPCAM
EPDR1
EPHA1
EPHA5
EPHA6
EPHA7
EPHB1
EPHB3
EPHX2
EPM2A
EPRS
EPS15
EPS8
EPSTI1
ERBB4
ERC1
ERC2
ERCC3
ERCC5
ERCC6
ERGIC2
ERI3
ERICH1
ERICH5
ERICH6B
ERLEC1
ERMARD
ERO1A
ERO1B
ERP44
ESCO1
ESD
ESF1
ESR1
ESR2
ESRP1
ESRRB
ESYT2
ESYT3
ETAA1
ETFA
ETFBKMT
ETNK1
ETS2
ETV6
EVA1A
EVA1C
EVL
EXOC3L
EXOC3L4
EXOC4
EXOC5
EXOC6
EXOC6B
EXOC8
EXPH5
EXT1
EXT2
EXTL3
EYA4
EYS
EZH2
EZR
F10
F13A1
F5
F7
FAAHL
FABP5
FABP9
FAF1
FAH
FAM105A
FAM105B
FAM107B
FAM109B
FAM110B
FAM114A1
FAM120B
FAM120C
FAM124A
FAM126A
FAM126B
FAM131B
FAM134B
FAM135A
FAM135B
FAM13A
FAM150B
FAM155A
FAM161A
FAM162A
FAM162B
FAM167A
FAM168A
FAM169B
FAM171B
FAM173B
FAM175B
FAM179B
FAM180A
FAM184A
FAM185A
FAM188B
FAM189A1
FAM193A
FAM196A
FAM19A2
FAM19A4
FAM19A5
FAM204A
FAM206A
FAM208B
FAM20CL
FAM21C
FAM227B
FAM228
FAM234B
FAM3B
FAM49A
FAM49B
FAM53A
FAM60A
FAM69C
FAM76B
FAM83B
FAM83F
FAM83H
FAM84B
FAM91A1
FAM92A
FAM98A
FAN1
FANCB
FANCD2
FANCI
FANCL
FANCM
FAR2
FARP1
FARS2
FARSB
FASTKD3
FAT3
FAT4
FAXC
FBLN1
FBLN2
FBLN7
FBN1
FBXL13
FBXL14
FBXL22
FBXL3
FBXL4
FBXL7
FBXO11
FBXO15
FBXO16
FBXO18
FBXO28
FBXO30
FBXO32
FBXO40
FBXO41
FBXO7
FBXO9
FBXW7
FCGBP
FCHSD2
FDFT1
FER1L6
FERMT1
FERMT2
FEZF1
FGD5
FGD6
FGF9
FGFR1OP
FGFR2
FGFR3
FGFRL1
FGL1B
FGL2
FH
FHDC1
FHIP1A
FHIP2A
FHIT
FHL2
FHL5
FHOD3
FIG4
FIGN
FIGNL1
FILIP1
FILIP1L
FIP1L1
FLNB
FLRT2
FLRT3
FLT1
FLT3
FMN2
FMNL2
FN1
FNDC3A
FNDC3B
FNDC4
FNIP2
FOLH1
FOSL2
FOXM1
FOXN3
FOXO1
FOXO3
FOXP1
FOXP2
FOXRED2
FRAS1
FREM2
FRK
FRMD4A
FRMD4B
FRMPD2
FRMPD4
FRRS1L
FRY
FRYL
FSD2
FSHR
FSTL1
FSTL5
FTCD
FUBP1
FUCA2
FUNDC1
FUT8
FUT9
FXR1
FYB2
FYCO1
FYN
FZD3
FZD4
GAB2
GABARAPL1
GABBR2
GABRA2
GABRA5
GABRG1
GABRG3
GABRR1
GABRR2
GABRR3
GAD2
GADL1
GALK2
GALM
GALNT1
GALNT11
GALNT12
GALNT13
GALNT14
GALNT2
GALR1
GALR3
GAP43
GAREM1
GARS
GART
GART-B
GAS2L3
GAS6
GATA2
GATA3
GATA4
GATA6
GATB
GATD3A
GBE
GBE1
GCAT
GCC1
GCC2
GCLC
GCM2
GCNT2
GDAP1
GDAP2
GDF7
GDI1
GDPD4
GEM
GEMIN8
GEN1
GFM1
GFRA1
GFRA4
GFRAL
GGA1
GGPS1
GHRHR-LR
GIGYF2
GINM1
GIPC2
GJA1
GJA3
GJA5
GJA8
GJB6
GJC2
GK2
GLB1
GLDN
GLI2
GLI3
GLIPR1
GLIPR1L
GLIPR2
GLIS1
GLP1R
GLRA2
GLRA3
GLS2
GLYCTK
GMDS
GMFB
GMNN
GMPR2
GNAI1
GNAL
GNAT3
GNB3
GNB4
GNB5
GNG4
GNPAT
GNS
GOLGA4
GOLGB1
GOLIM4
GOLT1B
GOPC
GP5
GPA33
GPALPP1
GPATCH2
GPATCH2L
GPBP1L1
GPC2
GPC5
GPC6
GPCPD1
GPD1L
GPHB5
GPLD1
GPM6B
GPN1
GPR12
GPR137B
GPR137C
GPR143
GPR15
GPR158
GPR161
GPR162
GPR180
GPR183
GPR19
GPR20
GPR37
GPR39
GPR63
GPR75
GPR83
GPR85
GPR89A
GPRC5A
GPRC6A
GRAMD4
GRAP2
GRB10
GRB14
GREB1
GREB1L
GREM2
GRHL1
GRHL2
GRIA4
GRID1
GRIK1
GRIK2
GRIN2B
GRIP1
GRIP2
GRK4
GRK5
GRM1
GRM3
GRM7
GRM8
GRPR
GRTP1
GRXCR1
GSAP
GSG1
GSK3A
GSTA4
GSTCD
GSTK1
GSTO2
GTDC1
GTF2F2
GTF2H1
GTF3A
GTPBP1
GTPBP2
GTPBP6
GTPBP8
GTSE1
GUCY1A2
GUCY1B4
GUCY2C
GUCY2D
GULP1
GXYLT1
GXYLT2
GYG2
GYS2
GZF1
HAAO
HABP2
HACE1
HADHA
HADHB
HAL
HAO1
HAO2
HAS2
HAT1
HBP1
HBS1L
HCFC2
HCLS1
HCN4
HDAC10
HDAC11
HDAC2
HDAC4
HDAC9
HDC
HDHD5
HEATR5A
HEATR5B
HEBP1
HECA
HECW1
HECW2
HELB
HEMK1
HEPHL1
HERC1
HERC2
HERC3
HERPUD2
HESX1
HEY2
HGD
HGF
HHAT
HHATL
HHIPL1
HHIPL2
HHLA2
HIBADH
HIF1A
HINT3
HIPK3
HIVEP1
HIVEP2
HLCS
HMBOX1
HMCN1
HMG20A
HMGA2
HMGB1
HMGCLL1
HMGN1
HMGXB4
HNF4G
HNRNPLL
HNRNPU
HOMER2
HOXA3
HPCAL1
HS1BP3
HS6ST1
HS6ST3
HSD17B12
HSD3B1
HSF2BP
HSP90B1
HSPA13
HSPA14
HSPA4L
HSPH1
HTR1E
HTR1F
HTR2A
HTR2B
HTT
HUNK
HUS1
HYAL6
IAH1
IARS
IARS2
IBTK
ICA1
ICE1
ICE2
ICK
IDE
IFFO1
IFNAR1
IFNAR2
IFNG
IFNGR1
IFT122
IFT172
IFT27
IFT57
IFT80
IFT88
IGDCC3
IGDCC4
IGF1
IGF1R
IGF2
IGF2BP3
IGF2R
IGFBP3
IGHMBP2
IGSF10
IGSF11
IGSF3
IGSF5
IKBIP
IKZF1
IL10RB
IL16
IL17RD
IL17REL
IL18R1
IL18RAP
IL1R1
IL1R2
IL1RAP
IL1RAPL1
IL1RL1
IL1RL2
IL20RA
IL22
IL22RA2
IL26
IL2RA
IL2RB
IL5RA
IL7
ILDR2
IMMP2L
IMPA1
IMPA2
IMPACT
IMPAD1
IMPG1
IMPG2
INF2
ING1
ING4
INHBA
INHBB
INO80
INO80C
INO80D
INPP4A
INPP5A
INPP5D
INPP5F
INSC
INSIG1
INTS10
INTS13
INTS4
INTS6
INTS7
INTS8
INTS9
INTU
INVS
IP6K1
IPCEF1
IPO5
IPO7
IPO8
IPPK
IQCH
IQCM
IQGAP3
IQSEC1
IQSEC3
IQUB
IRAG1
IRAK1BP1
IRAK2
IRAK4
IREB2
IRF2
IRF4
ISM1
ISX
ITFG2
ITGA9
ITGAV
ITGB5
ITGB6
ITGB8
ITGBL1
ITIH2
ITIH3
ITM2B
ITPK1
ITPKA
ITPKC
ITPR2
ITPRIP
ITSN1
ITSN2
IWS1
IYD
JADE3
JAG1
JAG2
JAK1
JAKMIP1
JAKMIP3
JAM2
JARID2
JAZF1
JOSD1
JPH1
K123
KALRN
KANK4
KANSL1L
KAT14
KATNA1
KBTBD11
KBTBD12
KBTBD3
KCNA4
KCNA6
KCNB2
KCNC1
KCNC2
KCNE2
KCNG2
KCNG3
KCNH1
KCNH5
KCNH7
KCNIP2
KCNJ15
KCNJ4
KCNK12
KCNK16
KCNK3
KCNK5
KCNK7
KCNMB2
KCNMB4
KCNQ1
KCNQ3
KCNQ5
KCNRG
KCNS2
